LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Anne Arundel,03,32,001-020,GREEN,0,0,0,0,4
Anne Arundel,03,32,001-020,LIBERTARIAN,2,0,3,0,14
Anne Arundel,03,32,001-020,OTHER PARTIES,1,2,0,0,21
Anne Arundel,03,32,001-020,REPUBLICAN,69,27,27,1,260
Anne Arundel,03,32,001-020,UNAFFILIATED,83,33,49,2,576
Anne Arundel,03,32,001-020,WORKING CLASS PARTY,0,0,0,0,4
Anne Arundel,03,32,001-021,DEMOCRATIC,769,345,541,43,3537
Anne Arundel,03,32,001-021,GREEN,0,1,0,0,9
Anne Arundel,03,32,001-021,LIBERTARIAN,6,2,2,0,39
Anne Arundel,03,32,001-021,OTHER PARTIES,6,1,5,0,53
Anne Arundel,03,32,001-021,REPUBLICAN,243,76,125,5,1036
Anne Arundel,03,32,001-021,UNAFFILIATED,301,74,191,18,1811
Anne Arundel,03,32,001-021,WORKING CLASS PARTY,0,0,1,0,4
Anne Arundel,03,32,001-022,DEMOCRATIC,215,74,137,18,899
Anne Arundel,03,32,001-022,GREEN,0,0,0,0,0
Anne Arundel,03,32,001-022,LIBERTARIAN,1,0,1,0,8
Anne Arundel,03,32,001-022,OTHER PARTIES,3,1,1,0,11
Anne Arundel,03,32,001-022,REPUBLICAN,58,12,14,3,202
Anne Arundel,03,32,001-022,UNAFFILIATED,63,17,39,8,377
Anne Arundel,03,32,001-022,WORKING CLASS PARTY,0,0,0,0,2
Anne Arundel,05,32,001-023,DEMOCRATIC,103,29,76,16,465
Anne Arundel,05,32,001-023,GREEN,0,0,0,0,0
Anne Arundel,05,32,001-023,LIBERTARIAN,0,0,0,0,4
Anne Arundel,05,32,001-023,OTHER PARTIES,1,0,0,0,9
Anne Arundel,05,32,001-023,REPUBLICAN,32,7,18,2,121
Anne Arundel,05,32,001-023,UNAFFILIATED,38,2,24,7,209
Anne Arundel,05,32,001-023,WORKING CLASS PARTY,0,0,1,0,2
Anne Arundel,03,32,001-024,DEMOCRATIC,190,95,152,28,827
Anne Arundel,03,32,001-024,GREEN,0,0,0,0,1
Anne Arundel,03,32,001-024,LIBERTARIAN,2,0,1,0,12
Anne Arundel,03,32,001-024,OTHER PARTIES,1,0,0,0,10
Anne Arundel,03,32,001-024,REPUBLICAN,79,39,32,13,282
Anne Arundel,03,32,001-024,UNAFFILIATED,66,24,46,12,364
Anne Arundel,03,32,001-024,WORKING CLASS PARTY,0,0,0,0,3
Anne Arundel,03,32,001-025,DEMOCRATIC,180,72,102,7,656
Anne Arundel,03,32,001-025,GREEN,1,0,1,0,4
Anne Arundel,03,32,001-025,LIBERTARIAN,4,0,1,0,9
Anne Arundel,03,32,001-025,OTHER PARTIES,2,1,0,0,8
Anne Arundel,03,32,001-025,REPUBLICAN,179,45,46,6,474
Anne Arundel,03,32,001-025,UNAFFILIATED,114,19,47,7,423
Anne Arundel,03,32,001-025,WORKING CLASS PARTY,0,0,0,0,1
Anne Arundel,03,31,002-001,DEMOCRATIC,128,59,105,9,480
Anne Arundel,03,31,002-001,GREEN,1,0,0,0,1
Anne Arundel,03,31,002-001,LIBERTARIAN,2,0,0,0,7
Anne Arundel,03,31,002-001,OTHER PARTIES,3,2,1,0,14
Anne Arundel,03,31,002-001,REPUBLICAN,156,35,38,4,385
Anne Arundel,03,31,002-001,UNAFFILIATED,74,23,35,4,314
Anne Arundel,03,31,002-001,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,32,002-002,DEMOCRATIC,189,45,124,11,783
Anne Arundel,03,32,002-002,GREEN,1,0,0,0,4
Anne Arundel,03,32,002-002,LIBERTARIAN,2,0,1,1,7
Anne Arundel,03,32,002-002,OTHER PARTIES,3,0,2,0,14
Anne Arundel,03,32,002-002,REPUBLICAN,189,36,25,1,469
Anne Arundel,03,32,002-002,UNAFFILIATED,78,19,27,4,341
Anne Arundel,03,32,002-002,WORKING CLASS PARTY,0,0,0,0,3
Anne Arundel,03,32,002-003,DEMOCRATIC,191,44,127,16,770
Anne Arundel,03,32,002-003,GREEN,2,0,0,0,2
Anne Arundel,03,32,002-003,LIBERTARIAN,5,0,3,0,12
Anne Arundel,03,32,002-003,OTHER PARTIES,3,0,3,2,27
Anne Arundel,03,32,002-003,REPUBLICAN,231,35,36,3,530
Anne Arundel,03,32,002-003,UNAFFILIATED,99,12,31,6,430
Anne Arundel,03,32,002-003,WORKING CLASS PARTY,2,0,0,0,4
Anne Arundel,03,32,002-004,DEMOCRATIC,238,151,262,28,1124
Anne Arundel,03,32,002-004,GREEN,0,0,0,0,2
Anne Arundel,03,32,002-004,LIBERTARIAN,3,0,0,0,15
Anne Arundel,03,32,002-004,OTHER PARTIES,4,1,0,1,13
Anne Arundel,03,32,002-004,REPUBLICAN,213,94,92,9,687
Anne Arundel,03,32,002-004,UNAFFILIATED,103,32,71,7,506
Anne Arundel,03,32,002-004,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,32,002-005,DEMOCRATIC,251,43,120,14,1140
Anne Arundel,03,32,002-005,GREEN,1,0,0,0,6
Anne Arundel,03,32,002-005,LIBERTARIAN,7,0,0,0,15
Anne Arundel,03,32,002-005,OTHER PARTIES,2,0,2,1,19
Anne Arundel,03,32,002-005,REPUBLICAN,185,27,31,2,533
Anne Arundel,03,32,002-005,UNAFFILIATED,89,15,35,10,539
Anne Arundel,03,32,002-005,WORKING CLASS PARTY,2,0,2,0,7
Anne Arundel,03,32,002-006,DEMOCRATIC,171,38,95,11,688
Anne Arundel,03,32,002-006,GREEN,0,1,0,0,4
Anne Arundel,03,32,002-006,LIBERTARIAN,3,0,2,0,11
Anne Arundel,03,32,002-006,OTHER PARTIES,3,1,1,0,22
Anne Arundel,03,32,002-006,REPUBLICAN,185,51,39,10,556
Anne Arundel,03,32,002-006,UNAFFILIATED,61,13,19,7,336
Anne Arundel,03,32,002-006,WORKING CLASS PARTY,1,0,0,0,5
Anne Arundel,03,32,002-007,DEMOCRATIC,388,137,239,22,1650
Anne Arundel,03,32,002-007,GREEN,1,0,0,0,4
Anne Arundel,03,32,002-007,LIBERTARIAN,3,2,3,0,23
Anne Arundel,03,32,002-007,OTHER PARTIES,5,4,2,0,30
Anne Arundel,03,32,002-007,REPUBLICAN,338,89,103,4,966
Anne Arundel,03,32,002-007,UNAFFILIATED,145,31,83,12,790
Anne Arundel,03,32,002-007,WORKING CLASS PARTY,1,0,0,0,2
Anne Arundel,03,12B,002-008,DEMOCRATIC,238,76,139,8,982
Anne Arundel,03,12B,002-008,GREEN,0,0,2,0,3
Anne Arundel,03,12B,002-008,LIBERTARIAN,3,0,0,1,12
Anne Arundel,03,12B,002-008,OTHER PARTIES,6,0,0,0,35
Anne Arundel,03,12B,002-008,REPUBLICAN,336,82,66,7,936
Anne Arundel,03,12B,002-008,UNAFFILIATED,106,28,44,3,628
Anne Arundel,03,12B,002-008,WORKING CLASS PARTY,0,0,0,0,5
Anne Arundel,03,32,002-009,DEMOCRATIC,307,85,167,13,1233
Anne Arundel,03,32,002-009,GREEN,0,0,0,0,5
Anne Arundel,03,32,002-009,LIBERTARIAN,1,0,2,0,13
Anne Arundel,03,32,002-009,OTHER PARTIES,2,1,0,0,11
Anne Arundel,03,32,002-009,REPUBLICAN,175,40,46,7,510
Anne Arundel,03,32,002-009,UNAFFILIATED,81,15,38,4,521
Anne Arundel,03,32,002-009,WORKING CLASS PARTY,1,0,0,0,2
Anne Arundel,03,31,002-010,DEMOCRATIC,177,45,107,8,796
Anne Arundel,03,31,002-010,GREEN,1,0,2,0,5
Anne Arundel,03,31,002-010,LIBERTARIAN,3,0,3,1,19
Anne Arundel,03,31,002-010,OTHER PARTIES,3,0,0,0,20
Anne Arundel,03,31,002-010,REPUBLICAN,309,74,50,9,799
Anne Arundel,03,31,002-010,UNAFFILIATED,124,15,47,2,533
Anne Arundel,03,31,002-010,WORKING CLASS PARTY,1,0,1,1,4
Anne Arundel,03,31,002-011,DEMOCRATIC,118,21,73,8,560
Anne Arundel,03,31,002-011,GREEN,0,0,0,1,5
Anne Arundel,03,31,002-011,LIBERTARIAN,1,1,1,1,10
Anne Arundel,03,31,002-011,OTHER PARTIES,3,0,0,0,12
Anne Arundel,03,31,002-011,REPUBLICAN,154,32,23,4,444
Anne Arundel,03,31,002-011,UNAFFILIATED,80,3,24,1,367
Anne Arundel,03,31,002-011,WORKING CLASS PARTY,0,0,0,0,4
Anne Arundel,03,12B,002-012,DEMOCRATIC,126,36,79,28,617
Anne Arundel,03,12B,002-012,GREEN,0,0,1,0,4
Anne Arundel,03,12B,002-012,LIBERTARIAN,1,0,0,1,6
Anne Arundel,03,12B,002-012,OTHER PARTIES,10,1,0,1,29
Anne Arundel,03,12B,002-012,REPUBLICAN,199,61,40,15,555
Anne Arundel,03,12B,002-012,UNAFFILIATED,74,11,35,13,428
Anne Arundel,03,12B,002-012,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,31,002-013,DEMOCRATIC,253,88,186,18,912
Anne Arundel,03,31,002-013,GREEN,1,0,0,0,1
Anne Arundel,03,31,002-013,LIBERTARIAN,6,0,3,0,18
Anne Arundel,03,31,002-013,OTHER PARTIES,2,1,2,12,15
Anne Arundel,03,31,002-013,REPUBLICAN,286,79,84,10,761
Anne Arundel,03,31,002-013,UNAFFILIATED,126,37,80,4,561
Anne Arundel,03,31,002-013,WORKING CLASS PARTY,0,0,0,0,4
Anne Arundel,03,32,002-014,DEMOCRATIC,321,103,153,31,1914
Anne Arundel,03,32,002-014,GREEN,0,0,1,1,13
Anne Arundel,03,32,002-014,LIBERTARIAN,1,1,0,0,11
Anne Arundel,03,32,002-014,OTHER PARTIES,6,1,2,0,41
Anne Arundel,03,32,002-014,REPUBLICAN,122,21,32,6,386
Anne Arundel,03,32,002-014,UNAFFILIATED,103,18,30,8,668
Anne Arundel,03,32,002-014,WORKING CLASS PARTY,0,0,1,0,9
Anne Arundel,03,32,002-015,DEMOCRATIC,286,108,194,24,1291
Anne Arundel,03,32,002-015,GREEN,0,1,0,1,5
Anne Arundel,03,32,002-015,LIBERTARIAN,3,0,2,1,13
Anne Arundel,03,32,002-015,OTHER PARTIES,2,3,1,0,22
Anne Arundel,03,32,002-015,REPUBLICAN,179,54,63,3,512
Anne Arundel,03,32,002-015,UNAFFILIATED,86,24,44,2,489
Anne Arundel,03,32,002-015,WORKING CLASS PARTY,0,0,0,0,3
Anne Arundel,03,32,002-016,DEMOCRATIC,120,46,78,3,539
Anne Arundel,03,32,002-016,GREEN,1,0,0,0,2
Anne Arundel,03,32,002-016,LIBERTARIAN,1,1,2,0,11
Anne Arundel,03,32,002-016,OTHER PARTIES,3,0,0,0,15
Anne Arundel,03,32,002-016,REPUBLICAN,175,47,38,1,491
Anne Arundel,03,32,002-016,UNAFFILIATED,70,12,31,2,360
Anne Arundel,03,32,002-016,WORKING CLASS PARTY,0,0,2,0,5
Anne Arundel,03,32,002-017,DEMOCRATIC,333,107,222,9,1829
Anne Arundel,03,32,002-017,GREEN,0,0,1,0,4
Anne Arundel,03,32,002-017,LIBERTARIAN,2,0,0,0,16
Anne Arundel,03,32,002-017,OTHER PARTIES,4,1,1,1,29
Anne Arundel,03,32,002-017,REPUBLICAN,166,45,65,1,615
Anne Arundel,03,32,002-017,UNAFFILIATED,126,26,61,0,753
Anne Arundel,03,32,002-017,WORKING CLASS PARTY,1,0,1,0,5
Anne Arundel,03,32,002-018,DEMOCRATIC,224,47,99,15,797
Anne Arundel,03,32,002-018,GREEN,1,0,0,0,2
Anne Arundel,03,32,002-018,LIBERTARIAN,2,0,0,0,7
Anne Arundel,03,32,002-018,OTHER PARTIES,3,0,0,0,19
Anne Arundel,03,32,002-018,REPUBLICAN,103,14,17,2,287
Anne Arundel,03,32,002-018,UNAFFILIATED,66,11,18,6,363
Anne Arundel,03,32,002-018,WORKING CLASS PARTY,0,0,1,1,2
Anne Arundel,03,12B,002-019,DEMOCRATIC,245,67,145,33,1283
Anne Arundel,03,12B,002-019,GREEN,1,0,0,0,6
Anne Arundel,03,12B,002-019,LIBERTARIAN,2,0,2,0,13
Anne Arundel,03,12B,002-019,OTHER PARTIES,6,0,1,1,28
Anne Arundel,03,12B,002-019,REPUBLICAN,134,37,30,7,523
Anne Arundel,03,12B,002-019,UNAFFILIATED,84,13,33,12,615
Anne Arundel,03,12B,002-019,WORKING CLASS PARTY,1,0,0,0,4
Anne Arundel,03,31,002-020,DEMOCRATIC,245,91,150,8,935
Anne Arundel,03,31,002-020,GREEN,0,0,0,0,3
Anne Arundel,03,31,002-020,LIBERTARIAN,2,1,0,0,17
Anne Arundel,03,31,002-020,OTHER PARTIES,3,0,3,0,21
Anne Arundel,03,31,002-020,REPUBLICAN,255,52,45,6,658
Anne Arundel,03,31,002-020,UNAFFILIATED,101,15,53,6,512
Anne Arundel,03,31,002-020,WORKING CLASS PARTY,0,0,0,0,3
Anne Arundel,03,31,002-021,DEMOCRATIC,281,119,231,12,1053
Anne Arundel,03,31,002-021,GREEN,0,0,0,0,5
Anne Arundel,03,31,002-021,LIBERTARIAN,5,0,1,0,17
Anne Arundel,03,31,002-021,OTHER PARTIES,4,2,0,0,12
Anne Arundel,03,31,002-021,REPUBLICAN,414,125,101,9,1038
Anne Arundel,03,31,002-021,UNAFFILIATED,164,43,93,4,653
Anne Arundel,03,31,002-021,WORKING CLASS PARTY,0,1,1,0,6
Anne Arundel,03,31,002-022,DEMOCRATIC,182,51,148,9,896
Anne Arundel,03,31,002-022,GREEN,0,0,0,0,3
Anne Arundel,03,31,002-022,LIBERTARIAN,11,0,0,0,21
Anne Arundel,03,31,002-022,OTHER PARTIES,3,0,1,0,19
Anne Arundel,03,31,002-022,REPUBLICAN,356,90,69,6,1025
Anne Arundel,03,31,002-022,UNAFFILIATED,116,33,40,4,609
Anne Arundel,03,31,002-022,WORKING CLASS PARTY,0,0,2,0,6
Anne Arundel,03,31,002-023,DEMOCRATIC,327,97,218,16,1139
Anne Arundel,03,31,002-023,GREEN,0,0,0,0,3
Anne Arundel,03,31,002-023,LIBERTARIAN,4,2,1,0,11
Anne Arundel,03,31,002-023,OTHER PARTIES,5,1,1,0,20
Anne Arundel,03,31,002-023,REPUBLICAN,302,87,80,3,818
Anne Arundel,03,31,002-023,UNAFFILIATED,180,39,85,8,771
Anne Arundel,03,31,002-023,WORKING CLASS PARTY,2,0,2,0,5
Anne Arundel,03,31,002-024,DEMOCRATIC,233,119,157,6,966
Anne Arundel,03,31,002-024,GREEN,1,0,0,0,5
Anne Arundel,03,31,002-024,LIBERTARIAN,4,0,2,0,9
Anne Arundel,03,31,002-024,OTHER PARTIES,3,0,2,0,18
Anne Arundel,03,31,002-024,REPUBLICAN,271,69,70,6,754
Anne Arundel,03,31,002-024,UNAFFILIATED,125,39,61,2,606
Anne Arundel,03,31,002-024,WORKING CLASS PARTY,0,0,3,0,5
Anne Arundel,03,31,003-001,DEMOCRATIC,177,46,88,24,608
Anne Arundel,03,31,003-001,GREEN,0,0,0,0,0
Anne Arundel,03,31,003-001,LIBERTARIAN,3,0,1,1,9
Anne Arundel,03,31,003-001,OTHER PARTIES,3,0,0,1,11
Anne Arundel,03,31,003-001,REPUBLICAN,382,61,67,28,924
Anne Arundel,03,31,003-001,UNAFFILIATED,114,11,44,12,467
Anne Arundel,03,31,003-001,WORKING CLASS PARTY,2,0,0,0,5
Anne Arundel,03,31,003-002,DEMOCRATIC,254,44,176,6,924
Anne Arundel,03,31,003-002,GREEN,1,0,1,0,3
Anne Arundel,03,31,003-002,LIBERTARIAN,6,1,2,0,21
Anne Arundel,03,31,003-002,OTHER PARTIES,7,0,0,0,35
Anne Arundel,03,31,003-002,REPUBLICAN,564,83,99,17,1412
Anne Arundel,03,31,003-002,UNAFFILIATED,179,24,68,4,788
Anne Arundel,03,31,003-002,WORKING CLASS PARTY,0,0,0,0,7
Anne Arundel,03,31,003-003,DEMOCRATIC,212,61,157,8,945
Anne Arundel,03,31,003-003,GREEN,0,0,0,0,5
Anne Arundel,03,31,003-003,LIBERTARIAN,1,2,0,0,16
Anne Arundel,03,31,003-003,OTHER PARTIES,8,1,2,1,35
Anne Arundel,03,31,003-003,REPUBLICAN,525,68,62,14,1250
Anne Arundel,03,31,003-003,UNAFFILIATED,176,15,41,14,768
Anne Arundel,03,31,003-003,WORKING CLASS PARTY,1,0,0,0,3
Anne Arundel,03,31,003-004,DEMOCRATIC,250,51,130,23,1018
Anne Arundel,03,31,003-004,GREEN,1,0,0,0,3
Anne Arundel,03,31,003-004,LIBERTARIAN,7,1,2,0,19
Anne Arundel,03,31,003-004,OTHER PARTIES,2,0,2,0,18
Anne Arundel,03,31,003-004,REPUBLICAN,470,84,61,22,1216
Anne Arundel,03,31,003-004,UNAFFILIATED,142,20,55,13,698
Anne Arundel,03,31,003-004,WORKING CLASS PARTY,0,0,0,0,5
Anne Arundel,03,31,003-005,DEMOCRATIC,270,128,232,8,1270
Anne Arundel,03,31,003-005,GREEN,1,0,0,0,4
Anne Arundel,03,31,003-005,LIBERTARIAN,3,1,1,0,21
Anne Arundel,03,31,003-005,OTHER PARTIES,3,0,1,0,14
Anne Arundel,03,31,003-005,REPUBLICAN,478,117,96,8,1344
Anne Arundel,03,31,003-005,UNAFFILIATED,192,38,78,5,826
Anne Arundel,03,31,003-005,WORKING CLASS PARTY,0,0,1,0,2
Anne Arundel,03,31,003-006,DEMOCRATIC,702,253,376,26,2849
Anne Arundel,03,31,003-006,GREEN,1,0,0,0,9
Anne Arundel,03,31,003-006,LIBERTARIAN,10,2,5,0,39
Anne Arundel,03,31,003-006,OTHER PARTIES,4,0,2,3,41
Anne Arundel,03,31,003-006,REPUBLICAN,376,109,54,7,1224
Anne Arundel,03,31,003-006,UNAFFILIATED,262,70,137,8,1390
Anne Arundel,03,31,003-006,WORKING CLASS PARTY,0,0,1,0,7
Anne Arundel,03,31,003-007,DEMOCRATIC,251,34,107,6,765
Anne Arundel,03,31,003-007,GREEN,0,0,1,0,5
Anne Arundel,03,31,003-007,LIBERTARIAN,3,0,1,0,11
Anne Arundel,03,31,003-007,OTHER PARTIES,2,0,3,0,24
Anne Arundel,03,31,003-007,REPUBLICAN,331,52,43,7,827
Anne Arundel,03,31,003-007,UNAFFILIATED,128,17,39,7,520
Anne Arundel,03,31,003-007,WORKING CLASS PARTY,0,1,0,0,2
Anne Arundel,03,12B,003-008,DEMOCRATIC,343,136,216,30,1443
Anne Arundel,03,12B,003-008,GREEN,0,0,0,0,0
Anne Arundel,03,12B,003-008,LIBERTARIAN,6,1,1,0,19
Anne Arundel,03,12B,003-008,OTHER PARTIES,5,0,1,0,22
Anne Arundel,03,12B,003-008,REPUBLICAN,207,54,59,14,640
Anne Arundel,03,12B,003-008,UNAFFILIATED,114,35,69,9,618
Anne Arundel,03,12B,003-008,WORKING CLASS PARTY,2,0,0,0,6
Anne Arundel,03,31,003-009,DEMOCRATIC,94,29,65,10,303
Anne Arundel,03,31,003-009,GREEN,0,0,0,0,1
Anne Arundel,03,31,003-009,LIBERTARIAN,3,1,0,0,9
Anne Arundel,03,31,003-009,OTHER PARTIES,1,1,0,0,9
Anne Arundel,03,31,003-009,REPUBLICAN,245,45,32,2,497
Anne Arundel,03,31,003-009,UNAFFILIATED,81,15,19,3,258
Anne Arundel,03,31,003-009,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,31,003-010,DEMOCRATIC,181,25,130,7,541
Anne Arundel,03,31,003-010,GREEN,0,0,0,0,0
Anne Arundel,03,31,003-010,LIBERTARIAN,3,1,2,0,9
Anne Arundel,03,31,003-010,OTHER PARTIES,4,1,0,0,12
Anne Arundel,03,31,003-010,REPUBLICAN,589,97,79,6,1152
Anne Arundel,03,31,003-010,UNAFFILIATED,168,23,39,6,479
Anne Arundel,03,31,003-010,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,31,003-011,DEMOCRATIC,170,39,161,6,573
Anne Arundel,03,31,003-011,GREEN,3,0,0,0,5
Anne Arundel,03,31,003-011,LIBERTARIAN,2,0,1,0,7
Anne Arundel,03,31,003-011,OTHER PARTIES,5,0,2,0,15
Anne Arundel,03,31,003-011,REPUBLICAN,621,104,99,12,1224
Anne Arundel,03,31,003-011,UNAFFILIATED,129,26,70,3,506
Anne Arundel,03,31,003-011,WORKING CLASS PARTY,0,0,1,0,1
Anne Arundel,03,31,003-012,DEMOCRATIC,152,43,126,7,522
Anne Arundel,03,31,003-012,GREEN,0,0,0,0,0
Anne Arundel,03,31,003-012,LIBERTARIAN,3,0,4,0,13
Anne Arundel,03,31,003-012,OTHER PARTIES,1,0,1,0,11
Anne Arundel,03,31,003-012,REPUBLICAN,644,81,76,13,1204
Anne Arundel,03,31,003-012,UNAFFILIATED,135,15,38,5,463
Anne Arundel,03,31,003-012,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,31,003-013,DEMOCRATIC,155,55,147,10,575
Anne Arundel,03,31,003-013,GREEN,1,0,0,0,3
Anne Arundel,03,31,003-013,LIBERTARIAN,5,0,1,1,9
Anne Arundel,03,31,003-013,OTHER PARTIES,3,2,0,0,15
Anne Arundel,03,31,003-013,REPUBLICAN,556,126,102,12,1192
Anne Arundel,03,31,003-013,UNAFFILIATED,140,32,49,4,489
Anne Arundel,03,31,003-013,WORKING CLASS PARTY,3,1,0,0,4
Anne Arundel,03,31,003-014,DEMOCRATIC,262,114,232,15,1183
Anne Arundel,03,31,003-014,GREEN,3,0,0,1,7
Anne Arundel,03,31,003-014,LIBERTARIAN,4,0,3,0,23
Anne Arundel,03,31,003-014,OTHER PARTIES,6,0,0,1,24
Anne Arundel,03,31,003-014,REPUBLICAN,460,180,102,11,1283
Anne Arundel,03,31,003-014,UNAFFILIATED,130,26,70,3,693
Anne Arundel,03,31,003-014,WORKING CLASS PARTY,3,0,0,0,8
Anne Arundel,03,31,003-015,DEMOCRATIC,139,25,98,4,407
Anne Arundel,03,31,003-015,GREEN,0,0,0,0,0
Anne Arundel,03,31,003-015,LIBERTARIAN,3,0,1,0,5
Anne Arundel,03,31,003-015,OTHER PARTIES,2,0,1,0,7
Anne Arundel,03,31,003-015,REPUBLICAN,403,68,78,10,778
Anne Arundel,03,31,003-015,UNAFFILIATED,110,15,33,7,326
Anne Arundel,03,31,003-015,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,31,003-016,DEMOCRATIC,173,36,110,6,669
Anne Arundel,03,31,003-016,GREEN,0,0,0,0,5
Anne Arundel,03,31,003-016,LIBERTARIAN,8,0,2,0,21
Anne Arundel,03,31,003-016,OTHER PARTIES,7,1,0,1,17
Anne Arundel,03,31,003-016,REPUBLICAN,347,70,54,9,878
Anne Arundel,03,31,003-016,UNAFFILIATED,118,20,52,6,547
Anne Arundel,03,31,003-016,WORKING CLASS PARTY,0,0,0,0,3
Anne Arundel,03,31,003-017,DEMOCRATIC,132,32,110,5,501
Anne Arundel,03,31,003-017,GREEN,1,0,0,0,1
Anne Arundel,03,31,003-017,LIBERTARIAN,4,0,0,0,11
Anne Arundel,03,31,003-017,OTHER PARTIES,2,0,1,0,14
Anne Arundel,03,31,003-017,REPUBLICAN,447,120,63,12,1040
Anne Arundel,03,31,003-017,UNAFFILIATED,115,24,38,3,439
Anne Arundel,03,31,003-017,WORKING CLASS PARTY,0,0,1,0,3
Anne Arundel,03,31,003-018,DEMOCRATIC,131,63,132,3,686
Anne Arundel,03,31,003-018,GREEN,2,0,1,0,6
Anne Arundel,03,31,003-018,LIBERTARIAN,1,1,2,0,12
Anne Arundel,03,31,003-018,OTHER PARTIES,3,0,1,0,11
Anne Arundel,03,31,003-018,REPUBLICAN,550,102,104,5,1307
Anne Arundel,03,31,003-018,UNAFFILIATED,123,26,53,2,599
Anne Arundel,03,31,003-018,WORKING CLASS PARTY,1,0,1,0,2
Anne Arundel,03,31,003-019,DEMOCRATIC,142,36,81,4,459
Anne Arundel,03,31,003-019,GREEN,0,0,0,0,0
Anne Arundel,03,31,003-019,LIBERTARIAN,5,0,1,1,15
Anne Arundel,03,31,003-019,OTHER PARTIES,2,0,1,0,12
Anne Arundel,03,31,003-019,REPUBLICAN,538,95,66,6,1109
Anne Arundel,03,31,003-019,UNAFFILIATED,116,18,62,6,455
Anne Arundel,03,31,003-019,WORKING CLASS PARTY,0,0,0,0,2
Anne Arundel,03,31,003-020,DEMOCRATIC,150,26,112,2,470
Anne Arundel,03,31,003-020,GREEN,1,0,0,0,2
Anne Arundel,03,31,003-020,LIBERTARIAN,3,0,0,1,7
Anne Arundel,03,31,003-020,OTHER PARTIES,6,0,1,0,16
Anne Arundel,03,31,003-020,REPUBLICAN,460,56,52,9,952
Anne Arundel,03,31,003-020,UNAFFILIATED,118,10,36,2,408
Anne Arundel,03,31,003-020,WORKING CLASS PARTY,0,0,1,0,4
Anne Arundel,03,31,003-021,DEMOCRATIC,223,57,139,5,861
Anne Arundel,03,31,003-021,GREEN,0,0,0,0,2
Anne Arundel,03,31,003-021,LIBERTARIAN,4,0,1,0,16
Anne Arundel,03,31,003-021,OTHER PARTIES,6,0,1,0,17
Anne Arundel,03,31,003-021,REPUBLICAN,391,67,42,9,1006
Anne Arundel,03,31,003-021,UNAFFILIATED,142,21,37,3,657
Anne Arundel,03,31,003-021,WORKING CLASS PARTY,2,0,1,1,8
Anne Arundel,03,31,003-022,DEMOCRATIC,148,56,130,7,591
Anne Arundel,03,31,003-022,GREEN,1,0,0,0,1
Anne Arundel,03,31,003-022,LIBERTARIAN,4,0,0,0,8
Anne Arundel,03,31,003-022,OTHER PARTIES,0,1,0,0,8
Anne Arundel,03,31,003-022,REPUBLICAN,337,78,64,6,755
Anne Arundel,03,31,003-022,UNAFFILIATED,90,26,43,9,399
Anne Arundel,03,31,003-022,WORKING CLASS PARTY,1,0,2,0,4
Anne Arundel,03,31,003-023,DEMOCRATIC,172,59,101,10,517
Anne Arundel,03,31,003-023,GREEN,1,0,0,0,2
Anne Arundel,03,31,003-023,LIBERTARIAN,5,1,1,0,16
Anne Arundel,03,31,003-023,OTHER PARTIES,3,1,1,0,11
Anne Arundel,03,31,003-023,REPUBLICAN,355,85,61,7,788
Anne Arundel,03,31,003-023,UNAFFILIATED,99,18,34,5,356
Anne Arundel,03,31,003-023,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,31,003-024,DEMOCRATIC,241,35,119,15,824
Anne Arundel,03,31,003-024,GREEN,0,0,0,0,2
Anne Arundel,03,31,003-024,LIBERTARIAN,5,1,2,0,13
Anne Arundel,03,31,003-024,OTHER PARTIES,2,0,1,0,20
Anne Arundel,03,31,003-024,REPUBLICAN,425,57,43,16,968
Anne Arundel,03,31,003-024,UNAFFILIATED,134,22,42,8,651
Anne Arundel,03,31,003-024,WORKING CLASS PARTY,0,0,0,0,0
Anne Arundel,03,12B,003-025,DEMOCRATIC,214,86,154,16,1015
Anne Arundel,03,12B,003-025,GREEN,0,1,1,0,2
Anne Arundel,03,12B,003-025,LIBERTARIAN,2,0,1,0,9
Anne Arundel,03,12B,003-025,OTHER PARTIES,1,1,2,1,17
Anne Arundel,03,12B,003-025,REPUBLICAN,162,36,34,8,512
Anne Arundel,03,12B,003-025,UNAFFILIATED,69,12,24,3,429
Anne Arundel,03,12B,003-025,WORKING CLASS PARTY,0,0,0,0,2
Anne Arundel,05,32,004-001,DEMOCRATIC,240,67,132,15,1190
Anne Arundel,05,32,004-001,GREEN,0,0,0,0,6
Anne Arundel,05,32,004-001,LIBERTARIAN,1,0,0,0,9
Anne Arundel,05,32,004-001,OTHER PARTIES,2,0,0,0,17
